"x1","x2","rep","y"
-0.333333333333333,0.777777777777778,3,-2.02695069779395
-0.333333333333333,1,1,-0.0516865040331713
-0.333333333333333,1,2,-0.230675351529482
-0.333333333333333,1,3,-7.17724109318732
-0.111111111111111,-1,1,1.80904256066802
-0.111111111111111,-1,2,0.549965961587989
-0.111111111111111,-1,3,4.00710086603798
-0.111111111111111,-0.777777777777778,1,-1.44116362903837
-0.111111111111111,-0.777777777777778,2,2.98421880898915
-0.111111111111111,-0.777777777777778,3,2.28179907593285
-0.111111111111111,-0.555555555555556,1,3.86550119340155
-0.111111111111111,-0.555555555555556,2,0.992330487137797
-0.111111111111111,-0.555555555555556,3,-0.606499356097171
-0.111111111111111,-0.333333333333333,1,1.21236922506766
-0.111111111111111,-0.333333333333333,2,2.1158819181476
-0.111111111111111,-0.333333333333333,3,1.5026414889756
-0.111111111111111,-0.111111111111111,1,3.07852141436761
-0.111111111111111,-0.111111111111111,2,0.267508187094703
-0.111111111111111,-0.111111111111111,3,4.37634585822975
-0.111111111111111,0.111111111111111,1,-3.52029504589792
-0.111111111111111,0.111111111111111,2,0.247875764978233
-0.111111111111111,0.111111111111111,3,2.22005436175899
-0.111111111111111,0.333333333333333,1,-0.538702666494342
-0.111111111111111,0.333333333333333,2,0.0498412434752129
-0.111111111111111,0.333333333333333,3,0.845051584017523
-0.111111111111111,0.555555555555555,1,-5.90972753470161
-0.111111111111111,0.555555555555555,2,0.466153926204521
-0.111111111111111,0.555555555555555,3,-2.28917745197087
-0.111111111111111,0.777777777777778,1,-2.0519158036243
-0.111111111111111,0.777777777777778,2,-0.109294135179176
-0.111111111111111,0.777777777777778,3,-4.91266182210506
-0.111111111111111,1,1,-5.5954409296068
-0.111111111111111,1,2,-3.11334656483687
-0.111111111111111,1,3,-1.62752251363406
0.111111111111111,-1,1,2.64243538764544
0.111111111111111,-1,2,7.28448824595024
0.111111111111111,-1,3,2.88927236883548
0.111111111111111,-0.777777777777778,1,-0.316558310504475
0.111111111111111,-0.777777777777778,2,0.184554265866123
0.111111111111111,-0.777777777777778,3,5.87835327742135
0.111111111111111,-0.555555555555556,1,1.66701322541827
0.111111111111111,-0.555555555555556,2,0.952598014703398
0.111111111111111,-0.555555555555556,3,1.58873030520716
0.111111111111111,-0.333333333333333,1,2.75811091495955
0.111111111111111,-0.333333333333333,2,0.0272946931747693
0.111111111111111,-0.333333333333333,3,0.894331414505875
0.111111111111111,-0.111111111111111,1,1.59612585760399
0.111111111111111,-0.111111111111111,2,4.01036609571832
0.111111111111111,-0.111111111111111,3,3.44052431632438
0.111111111111111,0.111111111111111,1,2.93762086676074
0.111111111111111,0.111111111111111,2,-0.866779940690011
0.111111111111111,0.111111111111111,3,3.55548492255392
0.111111111111111,0.333333333333333,1,-1.84372424052015
0.111111111111111,0.333333333333333,2,-2.47224782266843
0.111111111111111,0.333333333333333,3,-1.42840370179555
0.111111111111111,0.555555555555555,1,0.74303686743404
0.111111111111111,0.555555555555555,2,0.243400358567127
0.111111111111111,0.555555555555555,3,2.22425067163597
0.111111111111111,0.777777777777778,1,-2.23482874607726
0.111111111111111,0.777777777777778,2,-0.059784633634971
0.111111111111111,0.777777777777778,3,-5.45129660220412
0.111111111111111,1,1,-4.33070571979752
0.111111111111111,1,2,-0.465682903350622
0.111111111111111,1,3,-3.01430687848013
0.333333333333333,-1,1,3.6909573698855
0.333333333333333,-1,2,1.93647443464824
0.333333333333333,-1,3,1.41243501527306
0.333333333333333,-0.777777777777778,1,0.789894655912461
0.333333333333333,-0.777777777777778,2,2.06358773445476
0.333333333333333,-0.777777777777778,3,5.0454348891143
0.333333333333333,-0.555555555555556,1,2.95835051513429
0.333333333333333,-0.555555555555556,2,1.20630315360987
0.333333333333333,-0.555555555555556,3,1.88164611070662
0.333333333333333,-0.333333333333333,1,4.00892026680231
0.333333333333333,-0.333333333333333,2,2.22144354584758
0.333333333333333,-0.333333333333333,3,0.861378622979819
0.333333333333333,-0.111111111111111,1,0.765861582470391
0.333333333333333,-0.111111111111111,2,1.03249508291641
0.333333333333333,-0.111111111111111,3,1.73521700672253
0.333333333333333,0.111111111111111,1,0.412032826851886
0.333333333333333,0.111111111111111,2,0.385543924430139
0.333333333333333,0.111111111111111,3,2.23205843117165
0.333333333333333,0.333333333333333,1,-1.59172210473392
0.333333333333333,0.333333333333333,2,0.452580803575605
0.333333333333333,0.333333333333333,3,-1.04649762968827
0.333333333333333,0.555555555555555,1,1.0537074455775
0.333333333333333,0.555555555555555,2,2.86581866712301
0.333333333333333,0.555555555555555,3,-2.22445414147541
0.333333333333333,0.777777777777778,1,-1.39038678271306
0.333333333333333,0.777777777777778,2,2.660972365368
0.333333333333333,0.777777777777778,3,-4.09077954405552
0.333333333333333,1,1,0.317958364669112
0.333333333333333,1,2,-2.40641791551068
0.333333333333333,1,3,-2.7560571097286
0.555555555555555,-1,1,7.02777764091831
0.555555555555555,-1,2,1.86505992367543
0.555555555555555,-1,3,1.63241256903602
0.555555555555555,-0.777777777777778,1,5.04732778412049
0.555555555555555,-0.777777777777778,2,0.0202381948711925
0.555555555555555,-0.777777777777778,3,0.642708219255262
0.555555555555555,-0.555555555555556,1,3.72960454886212
0.555555555555555,-0.555555555555556,2,6.67164083009175
0.555555555555555,-0.555555555555556,3,1.24166218299284
0.555555555555555,-0.333333333333333,1,-1.34335061792766
0.555555555555555,-0.333333333333333,2,1.9050436925336
0.555555555555555,-0.333333333333333,3,0.612913648405787
0.555555555555555,-0.111111111111111,1,0.0436491664729852
0.555555555555555,-0.111111111111111,2,0.425537994375167
0.555555555555555,-0.111111111111111,3,4.02162868237741
0.555555555555555,0.111111111111111,1,2.11263169516105
0.555555555555555,0.111111111111111,2,1.86816173622577
0.555555555555555,0.111111111111111,3,-2.66324405383827
0.555555555555555,0.333333333333333,1,2.08349133304051
0.555555555555555,0.333333333333333,2,0.742373040982858
0.555555555555555,0.333333333333333,3,1.45792948274943
0.555555555555555,0.555555555555555,1,-0.602556422358223
0.555555555555555,0.555555555555555,2,1.23501983531758
0.555555555555555,0.555555555555555,3,-2.24179973776589
0.555555555555555,0.777777777777778,1,-6.66807857893501
0.555555555555555,0.777777777777778,2,0.647907865298305
0.555555555555555,0.777777777777778,3,-2.18613353925183
0.555555555555555,1,1,-5.12158502016552
0.555555555555555,1,2,-1.18073483552525
0.555555555555555,1,3,0.417283668400107
0.777777777777778,-1,1,4.68543256348723
0.777777777777778,-1,2,2.07634396565561
0.777777777777778,-1,3,4.91018100289127
0.777777777777778,-0.777777777777778,1,5.58837452589717
0.777777777777778,-0.777777777777778,2,1.77155586302191
0.777777777777778,-0.777777777777778,3,2.30543394911495
0.777777777777778,-0.555555555555556,1,0.458018783601289
0.777777777777778,-0.555555555555556,2,1.8307855564121
0.777777777777778,-0.555555555555556,3,3.02081989182215
0.777777777777778,-0.333333333333333,1,-1.23980051746914
0.777777777777778,-0.333333333333333,2,-0.518981540836005
0.777777777777778,-0.333333333333333,3,3.71465321818788
0.777777777777778,-0.111111111111111,1,-0.679216744996972
0.777777777777778,-0.111111111111111,2,1.06581443955979
0.777777777777778,-0.111111111111111,3,2.72662932269668
0.777777777777778,0.111111111111111,1,0.662975773967252
0.777777777777778,0.111111111111111,2,-1.26578764438696
0.777777777777778,0.111111111111111,3,-0.751438518402787
0.777777777777778,0.333333333333333,1,3.84299344747741
0.777777777777778,0.333333333333333,2,1.50862198711719
0.777777777777778,0.333333333333333,3,4.37369789791158
0.777777777777778,0.555555555555555,1,1.094249502762
0.777777777777778,0.555555555555555,2,-1.51640282291848
0.777777777777778,0.555555555555555,3,-2.84768532215913
0.777777777777778,0.777777777777778,1,-0.340957290971068
0.777777777777778,0.777777777777778,2,-4.34298128447582
0.777777777777778,0.777777777777778,3,-0.165703522598436
0.777777777777778,1,1,-1.37820831125928
0.777777777777778,1,2,1.62605283618765
0.777777777777778,1,3,-1.10904355791959
1,-1,1,6.03635804185649
1,-1,2,3.47256140953424
1,-1,3,7.31708460910321
1,-0.777777777777778,1,2.00738201320539
1,-0.777777777777778,2,1.70767979538025
1,-0.777777777777778,3,3.0044888002484
1,-0.555555555555556,1,1.92431173511738
1,-0.555555555555556,2,2.86653932881825
1,-0.555555555555556,3,5.47067960324887
1,-0.333333333333333,1,3.94874141430862
1,-0.333333333333333,2,1.40748964992974
1,-0.333333333333333,3,1.05119672425286
1,-0.111111111111111,1,0.501242363907198
1,-0.111111111111111,2,-2.11625516438694
1,-0.111111111111111,3,-0.529450814486542
1,0.111111111111111,1,0.791512833632344
1,0.111111111111111,2,0.614473724220004
1,0.111111111111111,3,1.44331917049376
1,0.333333333333333,1,2.30531959033948
1,0.333333333333333,2,-1.33345825866156
1,0.333333333333333,3,0.809402083483039
1,0.555555555555555,1,2.19366149400824
1,0.555555555555555,2,2.38659883038
1,0.555555555555555,3,2.68200945974894
1,0.777777777777778,1,3.42304529156095
1,0.777777777777778,2,-0.874362517947529
1,0.777777777777778,3,1.51901080228464
1,1,1,1.49360613379566
1,1,2,3.79263416874107
1,1,3,-4.1201414495266
